Locality,Unit,Sample,Type,Composition,Zircon,CA Temp,CA Duration (hrs),Notes,age68,2s_68,638 Rel. Unc (permille),76 Age (Ma),76 Age_unc (Ma),76 Rel. Unc (permille),Age_synth (Ma),Unc_synth (permille),U (ppm),Th/U,Pb* (pg),Pbc (pg),Pb*/Pbc,U (ng),U (pg),Lab,Year ,Reference,DOI,StudyID,1000,,
Agua de Dionisio,250m,SR63,Volcanic,Andesite/Dacite,SR63_z01,180,Dec.15,,6.535,0.012,1.84,,,,6.535,1.836266259,,0.19,2.94,0.14,20.36,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,250m,SR63,Volcanic,Andesite/Dacite,SR63_z44,180,Dec.15,,6.54,0.018,2.75,,,,6.54,2.752293578,,0.16,1,0.12,8.39,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,250m,SR63,Volcanic,Andesite/Dacite,SR63_z20,180,Dec.15,,6.554,0.012,1.83,,,,6.554,1.830942936,,0.2,6.55,0.19,35.14,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,250m,SR63,Volcanic,Andesite/Dacite,SR63_z10,180,Dec.15,,6.564,0.012,1.83,,,,6.564,1.828153565,,0.17,4.29,0.14,31.23,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,250m,SR63,Volcanic,Andesite/Dacite,SR63_z31,180,Dec.15,,6.578,0.012,1.82,,,,6.578,1.824262694,,0.18,3.73,0.15,24.18,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,250m,SR63,Volcanic,Andesite/Dacite,SR63_z43,180,Dec.15,,6.606,0.013,1.97,,,,6.606,1.967907962,,0.22,3.41,0.24,14.26,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,220m,SR73,Volcanic,Andesite/Dacite,SR73_z27,180,Dec.15,,7.048,0.02,2.84,,,,7.048,2.837684449,,0.56,1.34,0.11,11.71,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,220m,SR73,Volcanic,Andesite/Dacite,SR73_z08,180,Dec.15,,7.052,0.021,2.98,,,,7.052,2.977878616,,0.56,0.94,0.09,10.05,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,220m,SR73,Volcanic,Andesite/Dacite,SR73_z58,180,Dec.15,,7.063,0.015,2.12,,,,7.063,2.123743452,,0.51,1.55,0.13,11.86,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,220m,SR73,Volcanic,Andesite/Dacite,SR73_z57,180,Dec.15,,7.081,0.013,1.84,,,,7.081,1.835898884,,0.64,2.6,0.09,30.27,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,220m,SR73,Volcanic,Andesite/Dacite,SR73_z40,180,Dec.15,,7.098,0.012,1.69,,,,7.098,1.690617075,,0.55,3.11,0.09,36.19,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,220m,SR73,Volcanic,Andesite/Dacite,SR73_z65,180,Dec.15,,7.103,0.013,1.83,,,,7.103,1.830212586,,0.55,3.65,0.12,29.99,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,220m,SR73,Volcanic,Andesite/Dacite,SR73_z26,180,Dec.15,,7.109,0.011,1.55,,,,7.109,1.547334365,,0.56,1.33,0.11,11.79,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,220m,SR73,Volcanic,Andesite/Dacite,SR73_z70,180,Dec.15,,7.134,0.012,1.68,,,,7.134,1.682085786,,0.51,1.68,0.09,18.18,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,220m,SR73,Volcanic,Andesite/Dacite,SR73_z41,180,Dec.15,,7.135,0.013,1.82,,,,7.135,1.822004205,,0.52,1.89,0.1,19.63,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,220m,SR73,Volcanic,Andesite/Dacite,SR73_z38,180,Dec.15,,7.181,0.019,2.65,,,,7.181,2.645871049,,0.79,2.75,0.82,3.36,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,130m,SR65,Volcanic,Andesite/Dacite,SR65_z67,180,Dec.15,,7.041,0.018,2.56,,,,7.041,2.556455049,,0.57,0.79,0.1,7.53,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,130m,SR65,Volcanic,Andesite/Dacite,SR65_z32,180,Dec.15,,7.046,0.041,5.82,,,,7.046,5.818904343,,0.67,0.51,0.21,2.39,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,130m,SR65,Volcanic,Andesite/Dacite,SR65_z62,180,Dec.15,,7.058,0.012,1.7,,,,7.058,1.700198356,,0.8,1.62,0.08,21.46,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,130m,SR65,Volcanic,Andesite/Dacite,SR65_z17,180,Dec.15,,7.082,0.017,2.4,,,,7.082,2.40045185,,0.51,0.63,0.11,5.59,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,130m,SR65,Volcanic,Andesite/Dacite,SR65_z68,180,Dec.15,,7.082,0.015,2.12,,,,7.082,2.11804575,,0.55,0.77,0.1,7.47,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,130m,SR65,Volcanic,Andesite/Dacite,SR65_z04,180,Dec.15,,7.099,0.012,1.69,,,,7.099,1.690378927,,0.54,2.17,0.13,17.3,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,130m,SR65,Volcanic,Andesite/Dacite,SR65_z28,180,Dec.15,,7.103,0.013,1.83,,,,7.103,1.830212586,,0.59,1.47,0.08,17.88,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,130m,SR65,Volcanic,Andesite/Dacite,SR65_z21,180,Dec.15,,7.146,0.013,1.82,,,,7.146,1.819199552,,0.7,2.82,0.16,17.78,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,45m,SR43,Volcanic,Andesite/Dacite,SR43_z39,180,Dec.15,,7.058,0.013,1.84,,,,7.058,1.841881553,,0.51,2.85,0.18,16.19,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,45m,SR43,Volcanic,Andesite/Dacite,SR43_z07,180,Dec.15,,7.069,0.034,4.81,,,,7.069,4.809732635,,0.65,0.73,0.39,1.86,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,45m,SR43,Volcanic,Andesite/Dacite,SR43_z14,180,Dec.15,,7.079,0.023,3.25,,,,7.079,3.249046475,,0.63,0.4,0.1,3.87,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,45m,SR43,Volcanic,Andesite/Dacite,SR43_z40,180,Dec.15,,7.085,0.015,2.12,,,,7.085,2.117148906,,0.5,1.03,0.11,9.63,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,45m,SR43,Volcanic,Andesite/Dacite,SR43_z09,180,Dec.15,,7.085,0.013,1.83,,,,7.085,1.834862385,,0.52,4.89,0.21,23.48,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,45m,SR43,Volcanic,Andesite/Dacite,SR43_z13_2,180,Dec.15,,7.093,0.014,1.97,,,,7.093,1.973776963,,0.5,1.81,0.14,12.67,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,45m,SR43,Volcanic,Andesite/Dacite,SR43_z32,180,Dec.15,,7.099,0.015,2.11,,,,7.099,2.112973658,,0.53,4.46,0.81,5.53,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,45m,SR43,Volcanic,Andesite/Dacite,SR43_z06,180,Dec.15,,7.117,0.039,5.48,,,,7.117,5.47983701,,0.58,1.24,0.9,1.37,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,45m,SR43,Volcanic,Andesite/Dacite,SR43_z13_1,180,Dec.15,,7.128,0.022,3.09,,,,7.128,3.086419753,,0.54,1.93,0.75,2.58,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Agua de Dionisio,45m,SR43,Volcanic,Andesite/Dacite,SR43_z26,180,Dec.15,,7.137,0.013,1.82,,,,7.137,1.821493625,,0.52,2.18,0.19,11.49,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Alto de la Blenda,Quartz-feldsparporphyry,YB42,Porphyry,Dacite,YB42_z32,,,,7.042,0.016,2.27,,,,7.042,2.272081795,,0.54,0.98,0.1,9.89,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Alto de la Blenda,Quartz-feldsparporphyry,YB42,Porphyry,Dacite,YB42_z11,,,,7.047,0.013,1.84,,,,7.047,1.844756634,,0.7,1.72,0.11,15.55,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Alto de la Blenda,Quartz-feldsparporphyry,YB42,Porphyry,Dacite,YB42_z15,,,,7.052,0.022,3.12,,,,7.052,3.11968236,,0.57,0.7,0.24,2.88,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Alto de la Blenda,Quartz-feldsparporphyry,YB42,Porphyry,Dacite,YB42_z06,,,,7.059,0.017,2.41,,,,7.059,2.408273127,,0.59,1.39,0.17,8.27,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Alto de la Blenda,Quartz-feldsparporphyry,YB42,Porphyry,Dacite,YB42_z39,,,,7.066,0.014,1.98,,,,7.066,1.981318992,,0.55,0.9,0.09,9.55,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Alto de la Blenda,Quartz-feldsparporphyry,YB42,Porphyry,Dacite,YB42_z24,,,,7.069,0.013,1.84,,,,7.069,1.839015419,,0.68,1.41,0.09,15.72,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Alto de la Blenda,Quartz-feldsparporphyry,YB42,Porphyry,Dacite,YB42_z39,,,,7.071,0.015,2.12,,,,7.071,2.121340687,,0.56,0.9,0.09,9.88,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Alto de la Blenda,Quartz-feldsparporphyry,YB42,Porphyry,Dacite,YB42_z34,,,,7.073,0.019,2.69,,,,7.073,2.686271738,,0.63,0.87,0.13,6.74,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Alto de la Blenda,Quartz-feldsparporphyry,YB42,Porphyry,Dacite,YB42_z26,,,,7.09,0.015,2.12,,,,7.09,2.115655853,,0.5,1.1,0.12,9,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Alto de la Blenda,Quartz-feldsparporphyry,YB42,Porphyry,Dacite,YB42_z30,,,,7.114,0.013,1.83,,,,7.114,1.827382626,,0.7,2,0.11,17.63,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Alto de la Blenda,Quartz-feldsparporphyry,YB42,Porphyry,Dacite,YB42_z40,,,,7.211,0.013,1.8,,,,7.211,1.802801276,,0.48,1.39,0.1,13.72,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Post-mineralization porphyry P4,P4,Porphyry,Andesite,P4_z40,180,Dec.15,,7.079,0.018,2.54,,,,7.079,2.542732024,,0.54,1.31,0.06,21.07,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Post-mineralization porphyry P4,P4,Porphyry,Andesite,P4_z20,180,Dec.15,,7.08,0.025,3.53,,,,7.08,3.531073446,,0.54,1.24,0.18,6.77,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Post-mineralization porphyry P4,P4,Porphyry,Andesite,P4_z51,180,Dec.15,,7.09,0.012,1.69,,,,7.09,1.692524683,,0.48,3.69,0.11,34.16,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Post-mineralization porphyry P4,P4,Porphyry,Andesite,P4_z23,180,Dec.15,,7.106,0.018,2.53,,,,7.106,2.533070645,,0.68,0.8,0.11,7.46,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Post-mineralization porphyry P4,P4,Porphyry,Andesite,P4_z50,180,Dec.15,,7.116,0.012,1.69,,,,7.116,1.686340641,,0.54,1.93,0.09,21.64,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Post-mineralization porphyry P4,P4,Porphyry,Andesite,P4_z42,180,Dec.15,,7.166,0.013,1.81,,,,7.166,1.814122244,,0.45,4.33,0.12,35.86,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Post-mineralization porphyry P4,P4,Porphyry,Andesite,P4_z28,180,Dec.15,,7.172,0.016,2.23,,,,7.172,2.230897936,,0.41,0.78,0.07,11.67,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Post-mineralization porphyry P4,P4,Porphyry,Andesite,P4_z02,180,Dec.15,,7.179,0.019,2.65,,,,7.179,2.646608163,,0.64,0.9,0.12,7.81,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Pre-mineralizationporphyry,P2,Porphyry,Dacite,P2_z19,180,Dec.15,,7.073,0.026,3.68,,,,7.073,3.675950799,,0.57,1.25,0.6,2.08,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Pre-mineralizationporphyry,P2,Porphyry,Dacite,P2_z21,180,Dec.15,,7.097,0.013,1.83,,,,7.097,1.831759899,,0.54,2.12,0.24,8.75,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Pre-mineralizationporphyry,P2,Porphyry,Dacite,P2_z03,180,Dec.15,,7.103,0.014,1.97,,,,7.103,1.97099817,,0.53,1.54,0.11,14.28,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Pre-mineralizationporphyry,P2,Porphyry,Dacite,P2_z26,180,Dec.15,,7.105,0.019,2.67,,,,7.105,2.674173118,,0.53,1.98,0.58,3.45,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Pre-mineralizationporphyry,P2,Porphyry,Dacite,P2_z44,180,Dec.15,,7.112,0.013,1.83,,,,7.112,1.827896513,,0.64,1.91,0.1,19.03,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Pre-mineralizationporphyry,P2,Porphyry,Dacite,P2_z28,180,Dec.15,,7.122,0.013,1.83,,,,7.122,1.825329963,,0.53,1.77,0.09,19.27,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Pre-mineralizationporphyry,P2,Porphyry,Dacite,P2_z61,180,Dec.15,,7.149,0.012,1.68,,,,7.149,1.678556441,,0.41,3.57,0.11,33,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bajo de la Alumbrera,Pre-mineralizationporphyry,P2,Porphyry,Dacite,P2_z30,180,Dec.15,,7.258,0.018,2.48,,,,7.258,2.480022045,,0.52,1.76,0.49,3.57,,,ETHZ,2017,Buret et al (2017),https://doi.org/10.1130/G38994.1,2, ,,
Bingham Canyon,Equigranularmonzonite,EM,Plutonic,Monzonite,EM_z02,180,Dec.15,,38.519,0.043,1.12,,,,38.519,1.1163322,,1.69,31.03,0.19,166.76,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Equigranularmonzonite,EM,Plutonic,Monzonite,EM_z11,180,Dec.15,,38.553,0.025,0.65,,,,38.553,0.648457967,,1.99,70.89,0.12,569.1,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Equigranularmonzonite,EM,Plutonic,Monzonite,EM_z28,180,Dec.15,,38.53,0.029,0.75,,,,38.53,0.752660265,,1.77,48.97,1.48,33.07,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Equigranularmonzonite,EM,Plutonic,Monzonite,EM_z34,180,Dec.15,,38.526,0.03,0.78,,,,38.526,0.778694907,,2,18.94,0.23,83.94,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Equigranularmonzonite,EM,Plutonic,Monzonite,EM_z41,180,Dec.15,,38.536,0.025,0.65,,,,38.536,0.648744032,,1.79,10.89,0.17,62.27,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z10_m2,180,Dec.15,,38.334,0.017,0.44,,,,38.334,0.443470548,,0.73,18.94,0.2,94.6,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z9_m2,180,Dec.15,,38.321,0.017,0.44,,,,38.321,0.443620991,,0.79,11.58,0.1,120.76,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z16,180,Dec.15,,38.303,0.023,0.6,,,,38.303,0.600475159,,0.94,14.51,0.19,75.81,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z16_m2,180,Dec.15,,38.349,0.018,0.47,,,,38.349,0.469373387,,0.88,7.48,0.09,81.44,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z21_m2,180,Dec.15,,38.322,0.022,0.57,,,,38.322,0.574082772,,0.84,5.33,0.09,57.75,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z24,180,Dec.15,,38.329,0.025,0.65,,,,38.329,0.652247645,,0.77,4.72,0.23,20.63,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z45,180,Dec.15,,38.341,0.024,0.63,,,,38.341,0.625961764,,0.93,18.7,0.26,72.85,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z47oc,180,Dec.15,,38.338,0.022,0.57,,,,38.338,0.573843184,,0.73,7.43,0.31,23.86,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z58oc,180,Dec.15,,38.284,0.024,0.63,,,,38.284,0.626893742,,0.8,11.86,0.17,70.3,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z60,180,Dec.15,,38.34,0.055,1.43,,,,38.34,1.434533125,,0.87,1.44,0.12,12.24,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z63oc,180,Dec.15,,38.308,0.022,0.57,,,,38.308,0.574292576,,0.82,5.59,0.23,24.45,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z74,180,Dec.15,,38.344,0.027,0.7,,,,38.344,0.704151888,,0.79,4.6,0.14,33.54,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z78oc,180,Dec.15,,38.314,0.025,0.65,,,,38.314,0.652503002,,0.76,3.46,0.15,22.79,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzmonzoniteporphyry,QMP,Porphyry,Quartzmonzonite,QMP_z83oc,180,Dec.15,,38.366,0.022,0.57,,,,38.366,0.573424386,,0.83,6.53,0.27,24.19,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z2,180,Dec.15,,38.211,0.018,0.47,,,,38.211,0.47106854,,0.52,85.9,0.62,138.69,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z5,180,Dec.15,,38.523,0.018,0.47,,,,38.523,0.467253329,,0.43,41.36,0.25,165.56,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z6oc,180,Dec.15,,38.226,0.017,0.44,,,,38.226,0.444723487,,0.64,14.36,0.17,82.96,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z7oc,180,Dec.15,,38.201,0.021,0.55,,,,38.201,0.549723829,,0.56,4.58,0.27,17.27,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z23oc,180,Dec.15,,38.336,0.021,0.55,,,,38.336,0.54778798,,0.88,6.91,0.13,51.76,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z24,180,Dec.15,,38.268,0.017,0.44,,,,38.268,0.444235392,,0.58,23.13,0.25,93.11,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z25oc,180,Dec.15,,38.338,0.017,0.44,,,,38.338,0.443424279,,0.75,7.34,0.12,62.46,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z43,180,Dec.15,,38.157,0.021,0.55,,,,38.157,0.550357733,,0.61,12.24,0.58,21.1,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z79,180,Dec.15,,38.206,0.016,0.42,,,,38.206,0.41878239,,0.57,27.23,0.09,299.22,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z83,180,Dec.15,,38.387,0.019,0.49,,,,38.387,0.494959231,,0.74,9.6,0.16,59.4,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z88,180,Dec.15,,38.17,0.022,0.58,,,,38.17,0.576368876,,0.57,11.45,0.07,164.55,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z96,180,Dec.15,,38.284,0.016,0.42,,,,38.284,0.417929161,,0.74,11.38,0.07,162.96,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Latiteporphyry,LP,Porphyry,Latite,LP_z99,180,Dec.15,,38.297,0.019,0.5,,,,38.297,0.496122412,,0.84,9.21,0.08,112.27,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzlatiteporphyry,QLP,Porphyry,Quartzlatite,QLP_z2oc,180,Dec.15,,37.765,0.016,0.42,,,,37.765,0.423672713,,0.41,11.77,0.16,75.79,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzlatiteporphyry,QLP,Porphyry,Quartzlatite,QLP_z5oc,180,Dec.15,,38.024,0.022,0.58,,,,38.024,0.578581948,,0.41,12.34,0.09,133.76,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzlatiteporphyry,QLP,Porphyry,Quartzlatite,QLP_z7,180,Dec.15,,37.778,0.019,0.5,,,,37.778,0.502938218,,0.35,6.7,0.16,41.64,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzlatiteporphyry,QLP,Porphyry,Quartzlatite,QLP_z11,180,Dec.15,,37.971,0.017,0.45,,,,37.971,0.447710095,,0.42,17,0.16,109.04,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
Bingham Canyon,Quartzlatiteporphyry,QLP,Porphyry,Quartzlatite,QLP_z14,180,Dec.15,,37.881,0.018,0.48,,,,37.881,0.47517225,,0.39,20.91,0.15,139.79,,,ETHZ,2021,Large et al (2021),https://doi.org/10.1016/j.epsl.2021.116877,3, ,,
